"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pollsterBias[1,1] MrstCll 2000",-0.157652640169,-0.113923,-0.0346843165463033,10049.1,0.95,-1.24103,0.899791,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,1] RRp-POR 2000",-0.707367420581364,-0.6481245,-0.552026506471448,4608.7,0.95,-1.77929,0.164556,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,1] SrvyUSA 2000",0.682524422631909,0.6347255,0.487278041744668,5717,0.95,-0.187661,1.7041,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,1] YouGov 2000",-0.0045589565035,-0.001136315,-0.000250970203419687,11000,0.95,-1.18876,1.1558,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,2] MrstCll 2004",0.226740329533109,0.1725245,0.0338023536435279,8845.4,0.95,-0.700765,1.28791,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,2] RRp-POR 2004",-0.313544545874518,-0.2686745,-0.145686070346573,6860.3,0.95,-1.23462,0.501934,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,2] SrvyUSA 2004",0.0431817444469364,0.0382692,0.00546735206463445,7690.9,0.95,-0.794901,0.835362,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,2] YouGov 2004",0.0160703100612727,0.0152367,0.00870346974564074,10643.4,0.95,-1.0867,1.10131,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,3] MrstCll 2008",0.0708788779671818,0.05266175,0.00793259057709039,9663.1,0.95,-0.778875,0.953202,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,3] RRp-POR 2008",0.17671201580037,0.15771,0.0682222024094241,7160,0.95,-0.549281,0.883863,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,3] SrvyUSA 2008",-0.0827932484460682,-0.06689985,-0.00439930297342173,7627.8,0.95,-0.811763,0.667199,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,3] YouGov 2008",-0.212345103757736,-0.1876065,-0.104591463590873,7314.4,0.95,-0.950798,0.492961,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,4] MrstCll 2012",0.160118739757745,0.128646,0.0349229695558555,9503.8,0.95,-0.664047,1.0793,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,4] RRp-POR 2012",-0.129467871581973,-0.106391,-0.0194300501767475,8240.9,0.95,-0.948048,0.577052,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,4] SrvyUSA 2012",-0.0872086704380182,-0.0677162,-0.02924286839743,8740.6,0.95,-0.947761,0.723765,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,4] YouGov 2012",-0.0187264532476818,-0.01012485,0.00118513504751716,8998.5,0.95,-0.794548,0.783083,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,5] MrstCll 2016",-0.113864007377183,-0.08721245,-0.0242282573094204,7879.1,0.95,-1.12098,0.758088,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,5] RRp-POR 2016",0.0552609170080255,0.04633265,0.0171781531595778,10169.4,0.95,-0.810377,0.855826,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,5] SrvyUSA 2016",0.0889396032890591,0.0658706,0.0167923035015427,10705.9,0.95,-0.899908,1.06561,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,5] YouGov 2016",-0.0988979359452,-0.07646235,-0.0392305973713669,10286.8,0.95,-0.953871,0.784247,NA,NA,NA,NA,NA,NA,NA
"repResponsetoDemBias",-0.774582246,-0.774611,-0.77091439851024,11000,0.95,-0.821368,-0.728801,NA,NA,NA,NA,NA,NA,NA
"UndecidedResponse",-0.505444831363636,-0.5054385,-0.504895287731059,11000,0.95,-0.526874,-0.483872,NA,NA,NA,NA,NA,NA,NA
