"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pollsterBias[1,2] ABCN-WP 2004",0.345259688180164,0.3394285,0.295747724608981,8877.7,0.95,-0.952148,1.63756,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,2] AmrcnRG 2004",0.191137271242636,0.1852425,0.0695001579998125,8696.8,0.95,-0.984641,1.29883,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,2] Gallup 2004",-0.311532237767487,-0.3094935,-0.259798948025917,8114.1,0.95,-1.47868,0.840858,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,2] GrvsMrk 2004",0.0082715156067,0.0127099,0.0992552114882814,11000,0.95,-2.1336,2.27329,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,2] HrrsI&A 2004",0.694740602361364,0.692552,0.726377500356182,10120.2,0.95,-0.74101,2.08616,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,2] MrstCll 2004",0.960319432656364,0.972962,1.05238378832718,10298.9,0.95,-0.581043,2.4663,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,2] Ms-DP&S 2004",-1.57817766403455,-1.57893,-1.59600660596848,6125.8,0.95,-2.47441,-0.664058,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,2] PblcPlP 2004",-8.20265052363641e-05,0.00328175,0.0712927763782236,11000,0.95,-2.13066,2.21874,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,2] QnnpcUn 2004",-1.221268387186,-1.213875,-1.20259035637927,9380.7,0.95,-2.55309,0.16151,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,2] RRp-POR 2004",0.146974957884719,0.149208,0.196703524755568,6909.2,0.95,-0.865725,1.15445,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,2] Rsr2000 2004",0.152507287593736,0.158708,0.185793975187388,7227.5,0.95,-0.937142,1.23232,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,2] SrvyMnk 2004",-0.00487006159018182,0.006514635,0.114091782444228,11000,0.95,-2.1425,2.175,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,2] SrvyUSA 2004",0.757416604800682,0.7567925,0.727320918160729,5364.9,0.95,-0.0882896,1.58438,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,2] StrVLLC 2004",-1.51103092771091,-1.50055,-1.45166948130963,6360,0.95,-2.41088,-0.582095,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,2] TCJRsrc 2004",-0.0133309377656964,-0.01637505,-0.111358708337885,11000,0.95,-2.29763,2.06821,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,2] YouGov 2004",0.248294991677336,0.259663,0.447606092492797,11000,0.95,-1.68229,2.16921,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,2] ZIn-JZA 2004",0.904971633843455,0.906156,0.961299927482229,5839.9,0.95,0.0490818,1.79522,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,3] ABCN-WP 2008",0.978181151975909,0.979267,1.16558394418,9745.1,0.95,-0.402928,2.49343,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,3] AmrcnRG 2008",0.798545008051182,0.789904,0.733763974759123,7841.4,0.95,-0.329275,1.89128,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,3] Gallup 2008",0.509820670282364,0.505062,0.481402260097406,9403.8,0.95,-0.843604,1.85273,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,3] GrvsMrk 2008",-0.00137158403269091,-0.007235625,-0.0510686802945557,11000,0.95,-2.25655,2.16222,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,3] HrrsI&A 2008",-0.155913085272991,-0.155587,-0.238301728118424,11000,0.95,-1.82855,1.48846,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,3] MrstCll 2008",0.284947888284355,0.2800125,0.207589109261939,8310.5,0.95,-0.931844,1.47152,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,3] Ms-DP&S 2008",-1.89145661532727,-1.882995,-1.82862428964664,6608.7,0.95,-2.91501,-0.897621,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,3] PblcPlP 2008",1.20731952723727,1.208705,1.21669678257888,6564.3,0.95,0.25649,2.18676,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,3] QnnpcUn 2008",0.292548198274018,0.299858,0.351306895845823,8801.2,0.95,-0.943869,1.54306,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,3] RRp-POR 2008",0.4076382364706,0.4118915,0.465716575861301,5318.4,0.95,-0.417693,1.19816,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,3] Rsr2000 2008",-0.162751934679187,-0.1593095,-0.144111200715977,5620.3,0.95,-0.978921,0.728246,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,3] SrvyMnk 2008",0.0194538185828182,0.0227455,-0.144830040649508,11491,0.95,-2.14455,2.19957,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,3] SrvyUSA 2008",0.0676248185990182,0.0686424,0.104687423415595,5895.2,0.95,-0.760062,0.928531,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,3] StrVLLC 2008",-1.58835087566436,-1.579545,-1.52963445577469,7855.9,0.95,-2.70426,-0.511122,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,3] TCJRsrc 2008",0.0031665185495,0.0168897,0.135646107374593,11657.6,0.95,-2.31851,2.13828,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,3] YouGov 2008",-0.115894725637318,-0.111537,-0.0703599193955289,5712.8,0.95,-0.993083,0.72364,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,3] ZIn-JZA 2008",-0.870046713309727,-0.864613,-0.820691431163123,6192.8,0.95,-1.79332,0.0351442,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,4] ABCN-WP 2012",0.427384048684891,0.4314945,0.481125392418158,9898.1,0.95,-1.03524,1.9123,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,4] AmrcnRG 2012",-0.562783626844618,-0.5668465,-0.611939121419457,9157.5,0.95,-1.88596,0.634902,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,4] Gallup 2012",-0.8368829378822,-0.844059,-0.923597620831921,10300.6,0.95,-2.49526,0.932454,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,4] GrvsMrk 2012",0.0557006807661545,0.05366355,-0.00504029221025615,7398.1,0.95,-1.11184,1.13322,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,4] HrrsI&A 2012",-0.0100644652482727,-0.00948212,0.0163031725125231,11000,0.95,-2.21992,2.1355,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,4] MrstCll 2012",0.335500687590527,0.3378205,0.288568558937836,8431.2,0.95,-0.861498,1.543,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,4] Ms-DP&S 2012",-0.674821278205909,-0.6659955,-0.581290861136613,10436.5,0.95,-2.20026,0.920564,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,4] PblcPlP 2012",1.05705697451545,1.05966,1.07692210510984,6010.9,0.95,0.176594,1.91962,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,4] QnnpcUn 2012",0.557780802752664,0.5532815,0.525524809011098,9523,0.95,-0.850567,2.09139,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,4] RRp-POR 2012",-0.153995040334782,-0.15919,-0.257444196527416,6019.3,0.95,-1.03132,0.745993,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,4] Rsr2000 2012",0.00929826839934545,0.001533005,-0.0546037394878569,11000,0.95,-2.12365,2.24496,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,4] SrvyMnk 2012",-0.00212743585925455,0.00355467,0.0942172233348186,10844.7,0.95,-2.18265,2.24721,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,4] SrvyUSA 2012",-0.138402297374091,-0.1322495,-0.0847039021640166,8314.4,0.95,-1.21609,0.947137,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,4] StrVLLC 2012",0.00791799459927273,0.02372915,0.0875811093903271,9765.9,0.95,-2.14679,2.2151,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,4] TCJRsrc 2012",-0.875315355156455,-0.8766385,-0.904669797590758,6235.2,0.95,-1.81275,0.0408972,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,4] YouGov 2012",-0.00974791327644727,-0.00843125,0.0106805865565391,6627.4,0.95,-0.94398,0.987313,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,4] ZIn-JZA 2012",0.274374283153909,0.2793135,0.314063007461066,8756.4,0.95,-0.972789,1.55188,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,5] ABCN-WP 2016",0.391426130636,0.38695,0.272847992052119,9378.9,0.95,-0.972795,1.91078,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,5] AmrcnRG 2016",-0.249530652375536,-0.235439,-0.126389395559326,11000,0.95,-2.15206,1.62757,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,5] Gallup 2016",0.00269584092908182,0.0122372,0.0686325516492001,11000,0.95,-2.14817,2.22877,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,5] GrvsMrk 2016",-0.218503049680773,-0.21078,-0.134892037606077,6761.7,0.95,-1.25546,0.789473,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,5] HrrsI&A 2016",0.000714814988363637,-0.01029025,-0.122840061009469,11000,0.95,-2.17549,2.21423,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,5] MrstCll 2016",-0.886309014126853,-0.8865705,-0.897121816042115,9398.4,0.95,-2.28072,0.496695,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,5] Ms-DP&S 2016",0.896022515171545,0.8843155,0.912240061387121,11000,0.95,-0.96654,2.73308,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,5] PblcPlP 2016",1.21720201051455,1.20842,1.18806162724399,7747.7,0.95,0.0103986,2.4034,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,5] QnnpcUn 2016",0.964619826871118,0.9636715,1.00476606599057,8858.1,0.95,-0.246265,2.22242,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,5] RRp-POR 2016",-0.770941633709909,-0.7724435,-0.781578058649279,6739,0.95,-1.7813,0.336094,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,5] Rsr2000 2016",0.000211296969510909,-0.01200485,-0.0760960019749577,11000,0.95,-2.26414,2.18846,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,5] SrvyMnk 2016",-0.274034154473455,-0.271093,-0.254156664533384,5597.6,0.95,-1.1779,0.6003,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,5] SrvyUSA 2016",-0.310177218349382,-0.3119195,-0.382072210517664,9960.3,0.95,-1.85772,1.22395,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,5] StrVLLC 2016",0.000607921128027273,0.01038445,0.145975795923346,10559.4,0.95,-2.22246,2.13243,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,5] TCJRsrc 2016",-0.00928464648166091,-0.0136429,-0.0823069416830799,11397.2,0.95,-2.16818,2.19532,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,5] YouGov 2016",-0.9407798043433,-0.9404445,-0.955084484568187,7544,0.95,-2.10624,0.24214,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,5] ZIn-JZA 2016",-0.00570617284849182,0.002530505,-0.012364628196039,11000,0.95,-2.32202,2.15595,NA,NA,NA,NA,NA,NA,NA
