"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pollsterBias[11,1] Rsr2000 2000",0.145629719815745,0.1524275,0.299938592148434,9047.9,0.95,-1.11514,1.48046,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,1] SrvyMnk 2000",-0.0232978024173636,-0.0266547,-0.0424321344983767,11000,0.95,-2.18924,2.20603,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,1] SrvyUSA 2000",0.0498598054532,0.05034365,0.0380082188281556,7985.4,0.95,-1.06727,1.12018,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,1] StrVLLC 2000",0.00769928857677455,0.01530705,0.168206011157251,11000,0.95,-2.1542,2.1826,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,1] TCJRsrc 2000",0.0214278427516455,0.01615885,-0.025501022515936,11000,0.95,-2.13157,2.26895,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,1] YouGov 2000",-0.00367203258463636,0.0102552,0.123636611720861,10589.1,0.95,-2.22081,2.16351,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,1] ZIn-JZA 2000",0.00891864602510909,0.006866155,0.00477499334121179,6946.1,0.95,-0.945337,0.945675,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,2] ABCN-WP 2004",0.328521904091664,0.3236565,0.302719447230006,8789,0.95,-0.951769,1.63955,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,2] AmrcnRG 2004",0.187726843137791,0.184962,0.097224512342529,8459.9,0.95,-0.970731,1.33237,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,2] Gallup 2004",-0.314059472766455,-0.3124085,-0.220126672506332,7879.8,0.95,-1.45237,0.883746,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,2] GrvsMrk 2004",-0.0055902041471,-0.00169288,0.0466757457833049,11479.2,0.95,-2.20021,2.20547,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,2] HrrsI&A 2004",0.700000664076,0.686016,0.604135429916369,9945,0.95,-0.649235,2.12381,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,2] MrstCll 2004",0.962111848971,0.9708935,1.06563185456847,10887.9,0.95,-0.611377,2.51091,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,2] Ms-DP&S 2004",-1.57662274005273,-1.57317,-1.56477727619801,6351.6,0.95,-2.50139,-0.694487,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,2] PblcPlP 2004",-0.0139274201403455,-0.01479655,0.0921312192631296,11000,0.95,-2.24607,2.18626,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,2] QnnpcUn 2004",-1.22735797439255,-1.225985,-1.19698374508641,8764.2,0.95,-2.56689,0.114729,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,2] RRp-POR 2004",0.147907848066218,0.1428335,0.0736441511564276,7356.2,0.95,-0.811399,1.18167,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,2] Rsr2000 2004",0.152767931088909,0.1602625,0.17050792119725,7741.3,0.95,-0.909201,1.22631,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,2] SrvyMnk 2004",-0.0109769975851818,-0.01681685,-0.0583466165589508,11000,0.95,-2.17223,2.1913,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,2] SrvyUSA 2004",0.761256116673209,0.768026,0.810291541306657,5737.3,0.95,-0.0607286,1.60953,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,2] StrVLLC 2004",-1.51777797596255,-1.51416,-1.48274160140949,6277.9,0.95,-2.41724,-0.558755,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,2] TCJRsrc 2004",0.0292461302322273,0.0448296,0.0659908137214362,11000,0.95,-2.18512,2.2359,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,2] YouGov 2004",0.248423611466064,0.242147,0.112639748370048,11000,0.95,-1.57876,2.28086,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,2] ZIn-JZA 2004",0.898274204901091,0.897866,0.796932805434785,6209.9,0.95,-0.00613363,1.74378,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,3] ABCN-WP 2008",0.966805198112718,0.9599855,0.817557188862043,9607.2,0.95,-0.494203,2.44316,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,3] AmrcnRG 2008",0.777801547811682,0.7710545,0.749667332126612,8139.8,0.95,-0.33252,1.87524,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,3] Gallup 2008",0.491220746273009,0.486086,0.466860768299935,9338.5,0.95,-0.862671,1.82529,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,3] GrvsMrk 2008",-0.00201095725689455,-0.006256885,-0.0500557036283782,11000,0.95,-2.2827,2.0591,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,3] HrrsI&A 2008",-0.155949435289673,-0.151145,-0.173184048216543,10572.5,0.95,-1.76435,1.49747,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,3] MrstCll 2008",0.26926897821,0.2682835,0.27037884165588,8613.1,0.95,-0.994169,1.42571,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,3] Ms-DP&S 2008",-1.89504525719091,-1.893225,-1.82956979039391,6747.7,0.95,-2.8609,-0.856192,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,3] PblcPlP 2008",1.20052693078091,1.2023,1.16317730285284,7443.7,0.95,0.196022,2.15502,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,3] QnnpcUn 2008",0.282356759158,0.2910815,0.405609565536641,8835.2,0.95,-0.941257,1.53146,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,3] RRp-POR 2008",0.402757032315545,0.4049465,0.459998816712636,5714.3,0.95,-0.402933,1.20176,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,3] Rsr2000 2008",-0.179748745747964,-0.178106,-0.201215892029841,6250.9,0.95,-1.05715,0.644774,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,3] SrvyMnk 2008",0.0126108987083909,0.0154682,0.111715742014028,11600.5,0.95,-2.09515,2.2476,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,3] SrvyUSA 2008",0.0581189916499455,0.064861,0.0945474481333424,6025.1,0.95,-0.806309,0.888904,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,3] StrVLLC 2008",-1.59413135863727,-1.5892,-1.52795039285795,8217.7,0.95,-2.664,-0.493691,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,3] TCJRsrc 2008",0.00320448310181818,0.00376676,0.131266648390597,11000,0.95,-2.19182,2.24014,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,3] YouGov 2008",-0.115095311250909,-0.114356,-0.144973817239436,6285.1,0.95,-0.943815,0.743278,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,3] ZIn-JZA 2008",-0.872765078356636,-0.8731105,-0.879718847369437,6277.9,0.95,-1.77498,0.0528221,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,4] ABCN-WP 2012",0.438156923619882,0.430303,0.318840965309323,11000,0.95,-0.973342,1.97867,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,4] AmrcnRG 2012",-0.555047028699009,-0.564911,-0.596865760539044,9068.8,0.95,-1.84053,0.689204,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,4] Gallup 2012",-0.831523555221027,-0.8301265,-0.880838682114705,10353.2,0.95,-2.48632,0.911705,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,4] GrvsMrk 2012",0.0585698148911091,0.057787,0.0539315043571249,8185.7,0.95,-1.04718,1.09663,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,4] HrrsI&A 2012",0.00661561713471818,0.00392217,0.083842303258316,11000,0.95,-2.26103,2.14955,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,4] MrstCll 2012",0.3257945405832,0.331267,0.370237147078251,8755.5,0.95,-0.878372,1.49704,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,4] Ms-DP&S 2012",-0.682408069201991,-0.6867,-0.502787291516706,9932.9,0.95,-2.22978,0.864981,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,4] PblcPlP 2012",1.057265945921,1.058205,1.03728191581355,5946.2,0.95,0.232138,1.93587,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,4] QnnpcUn 2012",0.553573650964518,0.544432,0.50562232892924,9723.2,0.95,-0.883446,2.02545,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,4] RRp-POR 2012",-0.153961225872864,-0.153687,-0.171541723305438,5942.3,0.95,-1.05839,0.703249,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,4] Rsr2000 2012",0.00506562785263636,0.00999171,0.0269963534477942,11000,0.95,-2.15668,2.21314,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,4] SrvyMnk 2012",-0.0085791873317,-0.01478395,0.0154130539838606,11000,0.95,-2.25135,2.11065,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,4] SrvyUSA 2012",-0.129321912378457,-0.137987,-0.218987868303627,7979.2,0.95,-1.2144,0.946027,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,4] StrVLLC 2012",-0.00783788631136364,-0.0127651,-0.0304630527939134,12022.6,0.95,-2.21133,2.13218,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,4] TCJRsrc 2012",-0.870573153267091,-0.869756,-0.874554370358751,6413.2,0.95,-1.77489,0.065058,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,4] YouGov 2012",-0.00894468804354818,-0.01383985,-0.0623332118172524,6791.3,0.95,-0.942975,0.950656,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,4] ZIn-JZA 2012",0.283678795025764,0.274343,0.154304748338784,8089.8,0.95,-0.96902,1.46138,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,5] ABCN-WP 2016",0.417264606746809,0.424506,0.585892866509818,8394.1,0.95,-1.02709,1.86815,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,5] AmrcnRG 2016",-0.240979176834627,-0.238675,-0.314761857852353,10797.5,0.95,-2.09421,1.62081,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,5] Gallup 2016",0.0196617225171818,0.0172576,0.0245399043572627,11128.5,0.95,-2.1552,2.25056,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,5] GrvsMrk 2016",-0.210073289712482,-0.2089365,-0.204181237542762,7384,0.95,-1.2505,0.793093,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,5] HrrsI&A 2016",0.00693785904529091,0.0133822,0.0380243237366544,11000,0.95,-2.22652,2.0937,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,5] MrstCll 2016",-0.886373991123882,-0.8787195,-0.850232589163363,9469.7,0.95,-2.28308,0.481337,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,5] Ms-DP&S 2016",0.880925274484727,0.879016,0.662270743526306,10624.7,0.95,-1.00474,2.66063,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,5] PblcPlP 2016",1.22356881223464,1.21573,1.14430113478349,7812.2,0.95,0.0388589,2.44863,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,5] QnnpcUn 2016",0.977946131939918,0.974321,0.950149348095292,9080.3,0.95,-0.284474,2.20751,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,5] RRp-POR 2016",-0.760329717948291,-0.7501385,-0.662172029751464,7634.8,0.95,-1.82432,0.281717,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,5] Rsr2000 2016",-0.00329379806525455,-0.00435041,-0.00345995313073111,11000,0.95,-2.18796,2.23136,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,5] SrvyMnk 2016",-0.263647552208909,-0.257458,-0.212927207745691,6704.6,0.95,-1.13812,0.647318,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,5] SrvyUSA 2016",-0.291697998450364,-0.2966625,-0.312748050299735,10423.4,0.95,-1.89442,1.22745,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,5] StrVLLC 2016",0.00533163413821818,0.00628564,0.0505961724856565,11647.1,0.95,-2.19534,2.21015,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,5] TCJRsrc 2016",0.0148386919990909,0.0252902,0.133252457195722,11000,0.95,-2.16095,2.16249,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,5] YouGov 2016",-0.931179045993955,-0.9379295,-0.997529222347902,7873.5,0.95,-2.13171,0.243941,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,5] ZIn-JZA 2016",-0.00627481079409091,-0.01699435,-0.241695954717343,10979.6,0.95,-2.13326,2.22893,NA,NA,NA,NA,NA,NA,NA
"repBaselineBias",-0.249433997841091,-0.249682,-0.23917126870038,11000,0.95,-0.399205,-0.104008,NA,NA,NA,NA,NA,NA,NA
"repResponsetoDemBias",-0.745069230727273,-0.744941,-0.74465535709638,10365.3,0.95,-0.773439,-0.71549,NA,NA,NA,NA,NA,NA,NA
"UndecidedResponse",-0.484831737818182,-0.48466,-0.483338688861628,11000,0.95,-0.502818,-0.466548,NA,NA,NA,NA,NA,NA,NA
