"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"pollsterBias[7,1] Ms-DP&S 2000",-1.72323329018,-1.71875,-1.71855436016385,6025.8,0.95,-2.88069,-0.581977,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,1] PblcPlP 2000",0.00882134809727273,-0.004704195,-0.16492282023737,11312.5,0.95,-2.56147,2.49891,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,1] QnnpcUn 2000",0.484597458015345,0.4805465,0.522022330671216,8625.5,0.95,-1.09615,2.02936,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,1] RRp-POR 2000",-1.09178618551155,-1.09308,-1.14561314596846,4743.5,0.95,-2.13729,-0.141694,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,1] Rsr2000 2000",-2.25365365570636,-2.250025,-2.20085950645448,6879.4,0.95,-3.54783,-0.887444,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,1] SrvyMnk 2000",-0.01772505397821,-0.02072055,0.115064828935415,11000,0.95,-2.46624,2.62933,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,1] SrvyUSA 2000",2.08896179701818,2.084975,2.14922989864298,5888.7,0.95,0.919437,3.18621,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,1] StrVLLC 2000",-0.005796648358,-0.004400755,0.0632463477970635,10598.1,0.95,-2.56732,2.51722,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,1] TCJRsrc 2000",-0.00672866404499091,0.005046345,-0.0400617630788247,11000,0.95,-2.6395,2.5481,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,1] YouGov 2000",-0.0110299413544909,-0.0103822,-0.00448117426097028,11000,0.95,-2.65973,2.4309,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,1] ZIn-JZA 2000",-0.758299550591,-0.758435,-0.755425309309679,4670.6,0.95,-1.76159,0.25477,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,2] ABCN-WP 2004",0.691032028104109,0.693342,0.72433267249291,7174.5,0.95,-0.673429,2.01522,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,2] AmrcnRG 2004",-0.140188073073127,-0.137958,-0.124461967314331,5538.7,0.95,-1.35672,1.00742,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,2] Gallup 2004",0.742284362598773,0.742885,0.626990670557963,5812.3,0.95,-0.445432,1.91777,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,2] GrvsMrk 2004",-0.00180799113597273,-0.001264412,0.00418911786850895,11000,0.95,-2.56898,2.56742,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,2] HrrsI&A 2004",-0.345455115657182,-0.3511655,-0.427182477026199,7189.1,0.95,-1.67701,1.02547,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,2] MrstCll 2004",0.136943562273764,0.1401245,0.182420178587655,8447.9,0.95,-1.46144,1.69702,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,2] Ms-DP&S 2004",-0.469953087537091,-0.4632295,-0.427614167300217,4196.2,0.95,-1.37856,0.520896,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,2] PblcPlP 2004",0.0072976383775,0.00875156,0.0682073824250073,11000,0.95,-2.52452,2.54146,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,2] QnnpcUn 2004",0.310208372288,0.310885,0.302114079850724,7761.8,0.95,-1.00096,1.60936,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,2] RRp-POR 2004",-0.0813816087424546,-0.0879023,-0.18915114827993,4620.3,0.95,-1.11359,0.981924,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,2] Rsr2000 2004",-1.06032587801391,-1.05287,-1.00652833093649,5452.9,0.95,-2.15702,0.0981789,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,2] SrvyMnk 2004",-0.00705445225877273,-0.004309245,0.135958755544174,10494.1,0.95,-2.48422,2.53598,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,2] SrvyUSA 2004",0.667420010921336,0.670483,0.7026903877863,3591.1,0.95,-0.223566,1.5637,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,2] StrVLLC 2004",0.428178690140636,0.4273455,0.419034614264775,4091.6,0.95,-0.475544,1.40601,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,2] TCJRsrc 2004",0.000714886301636364,-0.003718475,0.0687299616456309,11000,0.95,-2.51786,2.54949,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,2] YouGov 2004",-0.444319159334845,-0.4446755,-0.376686068483049,11000,0.95,-2.62618,1.69469,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,2] ZIn-JZA 2004",-1.053095085507,-1.054445,-1.01252342557267,3559,0.95,-1.96939,-0.194426,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,3] ABCN-WP 2008",-0.0674256495384727,-0.0590453,0.0212677017669085,8742.2,0.95,-1.54117,1.40719,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,3] AmrcnRG 2008",0.303273772511636,0.3071875,0.286878262455849,6180.5,0.95,-0.830768,1.45208,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,3] Gallup 2008",-0.0759131330048182,-0.0779929,-0.195095369579461,8066,0.95,-1.3793,1.26746,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,3] GrvsMrk 2008",-0.0197123023043636,-0.01000521,0.155878023629215,11000,0.95,-2.51336,2.60253,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,3] HrrsI&A 2008",0.0258267574303091,0.03400335,0.13443732246704,9448.5,0.95,-1.63899,1.72254,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,3] MrstCll 2008",-0.2173881358969,-0.215986,-0.294634767087816,7544.5,0.95,-1.45484,1.00835,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,3] Ms-DP&S 2008",-1.24985986412909,-1.243205,-1.21747931871197,5841.4,0.95,-2.31552,-0.204827,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,3] PblcPlP 2008",0.510120897897364,0.508482,0.445370060381518,6086.3,0.95,-0.5615,1.56961,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,3] QnnpcUn 2008",-1.93882502360091,-1.937255,-1.97756130540645,7541.2,0.95,-3.26923,-0.682832,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,3] RRp-POR 2008",1.571787210517,1.573165,1.56942279645957,4106.7,0.95,0.691968,2.42793,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,3] Rsr2000 2008",-1.45702707455455,-1.452095,-1.38343690898736,4505.4,0.95,-2.37881,-0.548334,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,3] SrvyMnk 2008",0.00207595709615455,-0.02551845,-0.10686911745357,11000,0.95,-2.50503,2.60509,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,3] SrvyUSA 2008",0.146526327466202,0.1514645,0.230464897639256,4557.5,0.95,-0.736035,1.07824,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,3] StrVLLC 2008",0.764346410843813,0.760429,0.638928066849671,6075.6,0.95,-0.36581,1.89653,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,3] TCJRsrc 2008",0.0112337315550364,0.003082065,0.109756626078592,11000,0.95,-2.47877,2.64901,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,3] YouGov 2008",0.482208417581182,0.486158,0.534971243032148,4380.4,0.95,-0.452845,1.42622,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,3] ZIn-JZA 2008",0.592243255871273,0.600305,0.6469312230855,4967,0.95,-0.427291,1.49467,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,4] ABCN-WP 2012",0.329862441635545,0.32058,0.285862722910729,8687.7,0.95,-1.19438,1.8546,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,4] AmrcnRG 2012",1.11251345746608,1.11706,1.20397650281078,7430.5,0.95,-0.181479,2.40902,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,4] Gallup 2012",1.24114165895282,1.241115,1.26454505454512,9748.6,0.95,-0.596608,3.09074,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,4] GrvsMrk 2012",0.355710060843791,0.3558625,0.369299616729606,5912.4,0.95,-0.809176,1.44945,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,4] HrrsI&A 2012",0.00155797548619091,-0.000872086,-0.130557934350682,11000,0.95,-2.56468,2.5081,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,4] MrstCll 2012",-0.831999422023,-0.825519,-0.78296909938872,7007.1,0.95,-2.10324,0.445402,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,4] Ms-DP&S 2012",-0.517022447357536,-0.514891,-0.525855679112466,7782.3,0.95,-2.06052,0.901466,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,4] PblcPlP 2012",0.0401126853238818,0.0319292,0.0323508358534288,4538,0.95,-0.8398,0.998657,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,4] QnnpcUn 2012",-1.1938097989138,-1.20128,-1.25895738359222,8585,0.95,-2.76181,0.406515,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,4] RRp-POR 2012",1.00733850200482,1.00303,0.936169462543136,4509.3,0.95,0.11128,1.96848,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,4] Rsr2000 2012",-0.00221923186781818,-0.006832245,-0.0776227997486538,10519.6,0.95,-2.52058,2.50715,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,4] SrvyMnk 2012",0.00154150838170909,-0.0054818,-0.00403200734132447,11000,0.95,-2.50722,2.58126,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,4] SrvyUSA 2012",-1.88028660971364,-1.87027,-1.77965406382191,5809.3,0.95,-3.04084,-0.804707,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,4] StrVLLC 2012",-0.00642638444771818,-0.002810185,0.0127567514840212,11000,0.95,-2.48108,2.63658,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,4] TCJRsrc 2012",2.37202226127273,2.364545,2.32462618742677,4896.5,0.95,1.40037,3.327,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,4] YouGov 2012",-1.10968566804345,-1.1161,-1.16268545750805,5207.8,0.95,-2.13221,-0.157106,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,4] ZIn-JZA 2012",-1.01480734413236,-1.015995,-1.06402231596342,6758.8,0.95,-2.27911,0.22115,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[1,5] ABCN-WP 2016",1.79959930616173,1.801525,1.74362487291147,9294.9,0.95,0.168955,3.34978,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[2,5] AmrcnRG 2016",0.836180614248364,0.84287,0.948852763475945,11000,0.95,-1.35224,2.90879,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[3,5] Gallup 2016",-0.0215905743405455,-0.004700165,0.112059931202861,11000,0.95,-2.63775,2.41941,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[4,5] GrvsMrk 2016",0.89301847480012,0.893322,0.882288627935721,5424.5,0.95,-0.232649,2.00151,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[5,5] HrrsI&A 2016",0.013109367855,0.01747145,-0.0846623132330668,11000,0.95,-2.50021,2.56729,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[6,5] MrstCll 2016",-0.00342036226408182,0.002251505,-0.0100409258840797,7571.3,0.95,-1.45988,1.52972,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[7,5] Ms-DP&S 2016",-1.65484341285791,-1.63358,-1.51629858470853,10244.4,0.95,-3.59992,0.330224,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[8,5] PblcPlP 2016",-0.164917919400309,-0.159856,-0.0360938278373748,7090.7,0.95,-1.43861,1.18918,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[9,5] QnnpcUn 2016",-0.750837577986182,-0.7541615,-0.806006370718518,6751.3,0.95,-2.02771,0.506144,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[10,5] RRp-POR 2016",-1.12081731734673,-1.117605,-1.1142810050595,5431.2,0.95,-2.22396,0.109108,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[11,5] Rsr2000 2016",0.006474995394,0.009793135,-0.0382934283746383,11000,0.95,-2.64224,2.47828,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[12,5] SrvyMnk 2016",-1.74168894607273,-1.739615,-1.72232056521273,4319.7,0.95,-2.69181,-0.746963,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[13,5] SrvyUSA 2016",1.42380238269755,1.421185,1.46929668427391,9915.1,0.95,-0.263449,3.11407,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[14,5] StrVLLC 2016",0.00911166082030909,-0.006730995,-0.0942223776399436,11000,0.95,-2.64302,2.47345,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[15,5] TCJRsrc 2016",-0.00770643123672727,-0.01850695,-0.0237990969857522,10653.3,0.95,-2.61553,2.47403,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[16,5] YouGov 2016",-0.537815436842173,-0.5265375,-0.474603980355531,5792.3,0.95,-1.8215,0.642037,NA,NA,NA,NA,NA,NA,NA
"pollsterBias[17,5] ZIn-JZA 2016",0.0013097548022,-0.0002182684,0.0544748900533047,11000,0.95,-2.50837,2.66465,NA,NA,NA,NA,NA,NA,NA
