"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b1b2[1,1] GrvsMrk 2008",0.321298273533365,0.243789,0.0661440629137635,10859.5,0.95,-1.60721,2.6039,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,1] Ms-DP&S 2008",-0.67495630386058,-0.6183135,-0.336991004272577,7098,0.95,-2.23365,0.692719,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,1] PblcPlP 2008",0.147170094534233,0.139792,0.0431811158648712,12972.3,0.95,-1.07063,1.35787,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,1] RRp-POR 2008",0.06013080647042,0.05450215,0.00429747212252973,10961.9,0.95,-0.891108,1.10138,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,1] Rsr2000 2008",0.6248828299188,0.564393,0.325710561056571,6097.9,0.95,-1.04861,2.49253,NA,NA,NA,NA,NA,NA,NA
"b1b2[6,1] SrvyMnk 2008",-0.196038363918147,-0.152177,-0.048923461018652,11716.9,0.95,-2.34245,1.93619,NA,NA,NA,NA,NA,NA,NA
"b1b2[7,1] SrvyUSA 2008",0.250036674306387,0.217486,0.0598439704958489,11992.6,0.95,-0.923028,1.4943,NA,NA,NA,NA,NA,NA,NA
"b1b2[8,1] TCJRsrc 2008",0.611703353178287,0.5072905,0.0890472210768127,7682.9,0.95,-1.50053,2.92675,NA,NA,NA,NA,NA,NA,NA
"b1b2[9,1] YouGov 2008",-0.172289258025073,-0.155582,-0.0827469808918941,10601,0.95,-1.2602,0.88487,NA,NA,NA,NA,NA,NA,NA
"b1b2[10,1] ZIn-JZA 2008",-0.971938042054533,-0.916846,-0.76287077538613,4727.9,0.95,-2.60511,0.482743,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,2] GrvsMrk 2012",0.200363662249,0.1780835,0.0612438469733467,14476.1,0.95,-1.29529,1.71103,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,2] Ms-DP&S 2012",-0.610782356143987,-0.522495,-0.177072700820218,9144.2,0.95,-2.38249,0.901577,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,2] PblcPlP 2012",-0.1178732892361,-0.110945,-0.0716664174825867,12458,0.95,-1.21339,0.988662,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,2] RRp-POR 2012",-0.528612058340387,-0.507669,-0.509264534192071,9527,0.95,-1.59189,0.491933,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,2] Rsr2000 2012",-0.278976185634713,-0.2216535,-0.0683852196656556,11007,0.95,-2.38676,1.91519,NA,NA,NA,NA,NA,NA,NA
"b1b2[6,2] SrvyMnk 2012",-0.155538777367153,-0.120486,-0.0603474309569911,12008.4,0.95,-2.33894,1.88552,NA,NA,NA,NA,NA,NA,NA
"b1b2[7,2] SrvyUSA 2012",0.946317144091473,0.8834855,0.793991251317929,3886.8,0.95,-0.492122,2.4464,NA,NA,NA,NA,NA,NA,NA
"b1b2[8,2] TCJRsrc 2012",-1.16851888806113,-1.10225,-0.92301421174296,3300.9,0.95,-3.29397,0.662429,NA,NA,NA,NA,NA,NA,NA
"b1b2[9,2] YouGov 2012",0.831185683293267,0.798812,0.846136554295041,4682.9,0.95,-0.332998,2.09702,NA,NA,NA,NA,NA,NA,NA
"b1b2[10,2] ZIn-JZA 2012",0.882435048495147,0.817401,0.550636975360044,6658,0.95,-0.603124,2.67028,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,3] GrvsMrk 2016",-0.52166194422922,-0.4577765,-0.348739452257271,7337.8,0.95,-2.12514,0.880051,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,3] Ms-DP&S 2016",1.28573864377806,1.1714,1.02161562535108,4679.7,0.95,-0.517059,3.41173,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,3] PblcPlP 2016",-0.0292968170339333,-0.02050135,-0.0126490545508329,12972.1,0.95,-1.33071,1.30444,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,3] RRp-POR 2016",0.46848125954386,0.446097,0.446093390142501,10434.9,0.95,-0.638546,1.62139,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,3] Rsr2000 2016",-0.345906625852327,-0.2783885,-0.0447913690145461,12114.3,0.95,-2.58117,1.63058,NA,NA,NA,NA,NA,NA,NA
"b1b2[6,3] SrvyMnk 2016",0.35157715896346,0.316868,0.0810620276644487,7578.9,0.95,-1.34191,2.07379,NA,NA,NA,NA,NA,NA,NA
"b1b2[7,3] SrvyUSA 2016",-1.19635380987791,-1.11804,-0.966668173791952,4288.2,0.95,-2.99511,0.394343,NA,NA,NA,NA,NA,NA,NA
"b1b2[8,3] TCJRsrc 2016",0.556815584921267,0.4515835,0.130908814753402,7482.7,0.95,-1.46639,2.9272,NA,NA,NA,NA,NA,NA,NA
"b1b2[9,3] YouGov 2016",-0.65889641762988,-0.6144525,-0.499015563827336,6329,0.95,-2.01441,0.575493,NA,NA,NA,NA,NA,NA,NA
"b1b2[10,3] ZIn-JZA 2016",0.0895029908907333,0.06805995,0.0067726899522853,13574.6,0.95,-2.07381,2.12392,NA,NA,NA,NA,NA,NA,NA
"m[1,1] GrvsMrk 2008",-1.23884862998141,-1.322285,-1.47715283564714,7209.5,0.95,-4.7793,2.39107,NA,NA,NA,NA,NA,NA,NA
"m[2,1] Ms-DP&S 2008",-0.630432862174925,-0.6330135,-0.696920475142602,12693.5,0.95,-2.17932,0.954062,NA,NA,NA,NA,NA,NA,NA
"m[3,1] PblcPlP 2008",0.3032471095259,0.2956615,0.176487708176901,13622.7,0.95,-1.20486,1.95342,NA,NA,NA,NA,NA,NA,NA
"m[4,1] RRp-POR 2008",-1.22434038075267,-1.22473,-1.22156369045163,14036.9,0.95,-2.29214,-0.283694,NA,NA,NA,NA,NA,NA,NA
"m[5,1] Rsr2000 2008",0.854684578989267,0.848329,0.759574572969635,14496.8,0.95,-0.296559,2.13605,NA,NA,NA,NA,NA,NA,NA
"m[6,1] SrvyMnk 2008",-0.326177646642387,-0.296941,-0.274011098394212,8934.9,0.95,-3.98011,3.14496,NA,NA,NA,NA,NA,NA,NA
"m[7,1] SrvyUSA 2008",-0.39536845175218,-0.391389,-0.322984679721605,15384.2,0.95,-1.63056,0.787925,NA,NA,NA,NA,NA,NA,NA
"m[8,1] TCJRsrc 2008",-2.01099948299487,-2.045985,-2.10204879495679,3009.8,0.95,-6.13702,2.02452,NA,NA,NA,NA,NA,NA,NA
"m[9,1] YouGov 2008",-1.02779503859233,-1.02594,-1.04112675099338,15000,0.95,-2.15616,0.0667186,NA,NA,NA,NA,NA,NA,NA
"m[10,1] ZIn-JZA 2008",-2.119235526046,-2.11086,-2.09827647174745,13492.7,0.95,-3.44789,-0.842864,NA,NA,NA,NA,NA,NA,NA
"m[1,2] GrvsMrk 2012",-3.278072028496,-3.28651,-3.33993977560597,15000,0.95,-5.06608,-1.4793,NA,NA,NA,NA,NA,NA,NA
"m[2,2] Ms-DP&S 2012",-2.4845477718796,-2.46986,-2.40298133030241,8732.5,0.95,-4.86797,-0.0865639,NA,NA,NA,NA,NA,NA,NA
"m[3,2] PblcPlP 2012",-1.88008509431333,-1.87776,-1.88337309015932,14015.4,0.95,-2.98701,-0.782357,NA,NA,NA,NA,NA,NA,NA
"m[4,2] RRp-POR 2012",-3.73137210733333,-3.7223,-3.68631716657545,8831,0.95,-4.97122,-2.53094,NA,NA,NA,NA,NA,NA,NA
"m[5,2] Rsr2000 2012",-1.96746327515687,-1.912795,-1.480356421909,5097.6,0.95,-5.77829,1.64138,NA,NA,NA,NA,NA,NA,NA
"m[6,2] SrvyMnk 2012",-2.2039669139854,-2.144345,-1.94071351329498,7378.1,0.95,-5.92019,1.25838,NA,NA,NA,NA,NA,NA,NA
"m[7,2] SrvyUSA 2012",-1.6173768015692,-1.641455,-1.62473643898459,11260.6,0.95,-3.38721,0.221699,NA,NA,NA,NA,NA,NA,NA
"m[8,2] TCJRsrc 2012",-5.709510554,-5.703225,-5.65714005361365,12092.6,0.95,-7.13045,-4.24899,NA,NA,NA,NA,NA,NA,NA
"m[9,2] YouGov 2012",-1.94260894646133,-1.94616,-1.91552150879698,8997.9,0.95,-3.39738,-0.505722,NA,NA,NA,NA,NA,NA,NA
"m[10,2] ZIn-JZA 2012",-2.18315130473833,-2.224825,-2.323428604247,6541.3,0.95,-4.21916,0.0963715,NA,NA,NA,NA,NA,NA,NA
"m[1,3] GrvsMrk 2016",2.39431062545467,2.411665,2.51971345402981,15000,0.95,0.95952,3.77254,NA,NA,NA,NA,NA,NA,NA
"m[2,3] Ms-DP&S 2016",5.8063815134,5.685345,5.14620075021765,5960.9,0.95,2.85674,9.05868,NA,NA,NA,NA,NA,NA,NA
"m[3,3] PblcPlP 2016",4.6028996442,4.599715,4.59362512998801,14044.6,0.95,2.71816,6.58207,NA,NA,NA,NA,NA,NA,NA
"m[4,3] RRp-POR 2016",3.660129536,3.65455,3.53773298403945,9217.7,0.95,2.2393,5.03957,NA,NA,NA,NA,NA,NA,NA
"m[5,3] Rsr2000 2016",4.36001454806667,4.40842,4.41288630359725,8468.6,0.95,0.452834,7.89314,NA,NA,NA,NA,NA,NA,NA
"m[6,3] SrvyMnk 2016",4.69755737733333,4.695225,4.67586377996319,15000,0.95,3.86605,5.52311,NA,NA,NA,NA,NA,NA,NA
"m[7,3] SrvyUSA 2016",2.63436053031713,2.702625,3.00081297953727,6092.2,0.95,0.0176753,5.0886,NA,NA,NA,NA,NA,NA,NA
"m[8,3] TCJRsrc 2016",2.41023216431953,2.36221,2.12785035861132,3132.1,0.95,-1.80782,6.49088,NA,NA,NA,NA,NA,NA,NA
"m[9,3] YouGov 2016",2.96171726944,2.98707,3.19328979767027,10752.4,0.95,1.11422,4.69637,NA,NA,NA,NA,NA,NA,NA
"m[10,3] ZIn-JZA 2016",3.41832494427867,3.37306,3.37209005847333,10533.2,0.95,-0.00765012,7.19811,NA,NA,NA,NA,NA,NA,NA
"ySigma",4.496832118,4.494445,4.49831933693815,15000,0.95,4.2662,4.72573,NA,NA,NA,NA,NA,NA,NA
"a1SD",1.066097205784,0.9686405,0.783696567908964,1483.7,0.95,0.00242287,2.32142,NA,NA,NA,NA,NA,NA,NA
"a2SD",6.18063254306667,4.869,3.20298903125002,244.3,0.95,1.24104,14.9109,NA,NA,NA,NA,NA,NA,NA
"a1a2SD",1.32437080246,1.302385,1.2780083941836,1886.2,0.95,0.25531,2.36637,NA,NA,NA,NA,NA,NA,NA
"SrvyUSA.v.Ms-DP&S",-0.689928543912893,-0.658367,-0.528357779650324,9754.3,0.95,-2.54204,1.167422,0,23.2733333333333,-1,1,36.08,60.56,3.36
"YouGov.v.PblcPlP",-1.0115827458523,-1.008118,-1.04322702955036,15000,0.95,-2.323756,0.295048,0,6.36666666666667,-1,1,50.4066666666667,49.46,0.133333333333333
"2012.v.2008",-1.91828889710133,-1.9182785,-1.95887290398389,6039.1,0.95,-3.212487,-0.71016,0,0.166666666666667,-1,1,92.34,7.66,0
"2016.v.2012",6.39440833333333,6.39414,6.29769390849572,7231.8,0.95,5.00175,7.85547,0,100,-1,1,0,0,100
"PblcPlP.v.RRp-POR.x.2012.v.2008",0.323699481040473,0.297801,0.130602209536879,15000,0.95,-2.085555,2.596547,0,60.7,-1,1,12.2733333333333,60.2666666666667,27.46
"YouGov.v.SrvyUSA.x.2016.v.2012",0.65258885304624,0.5526207,0.15056668460145,10979.1,0.95,-2.745394,4.258501,0,63.76,-1,1,15.86,44.9466666666667,39.1933333333333
